completion_pct,total_duration_days,elapsed_days,days_remaining,daily_velocity,log_frequency,labor_count,budget_ratio,total_logs,category,weather_factor,delay_days,actual_total_days,is_delayed
85.56,443,373,70,0.2294,0.524,154,0.797,195,healthcare,0.63,5,448,0
58.36,1115,695,420,0.084,0.126,52,0.777,87,housing,1.06,6,1121,0
53.09,520,315,205,0.1685,0.583,78,0.472,183,education,1.16,3,523,0
41.18,365,224,141,0.1838,0.756,69,0.468,169,road,0.72,47,412,1
42.78,415,149,266,0.2871,0.255,197,0.429,37,healthcare,1.08,6,421,0
63.39,447,255,192,0.2486,0.953,37,0.72,243,road,0.64,0,447,0
55.2,307,189,118,0.2921,0.545,19,0.727,103,education,1.14,2,309,0
44.92,205,146,59,0.3077,0.18,61,0.87,26,electricity,1.12,52,257,1
30.12,448,203,245,0.1484,0.423,143,0.472,85,healthcare,1.09,42,490,1
59.84,238,176,62,0.34,0.813,26,0.696,143,electricity,0.77,60,298,1
11.52,322,49,273,0.2351,0.139,156,0.188,6,water,0.76,10,332,0
48.18,342,124,218,0.3886,0.368,190,0.341,45,road,1.01,6,348,0
85.07,1080,729,351,0.1167,0.748,36,0.668,545,healthcare,0.82,0,1080,0
71.76,555,407,148,0.1763,0.866,141,0.692,352,education,1.08,0,555,0
34.67,287,111,176,0.3124,0.217,154,0.323,24,water,0.61,1,288,0
22.07,603,178,425,0.124,0.808,85,0.309,143,housing,0.61,36,639,1
41.67,603,295,308,0.1413,0.698,156,0.389,205,healthcare,1.03,2,605,0
30.87,283,62,221,0.4979,0.894,129,0.253,55,electricity,0.86,11,294,0
56.83,620,444,176,0.128,0.505,60,0.502,224,road,1.1,55,675,1
19.57,239,36,203,0.5437,0.357,192,0.123,12,education,1.08,4,243,0
25.31,912,178,734,0.1422,0.643,194,0.143,114,healthcare,1.08,7,919,0
34.56,641,338,303,0.1022,0.801,65,0.496,270,healthcare,1.16,83,724,1
31.85,533,239,294,0.1333,0.382,32,0.573,91,education,0.66,46,579,1
59.16,228,144,84,0.4109,0.82,65,0.608,118,electricity,1.04,2,230,0
46.45,294,108,186,0.4301,0.582,41,0.27,62,electricity,1.16,14,308,0
98.32,444,349,95,0.2817,0.292,98,0.645,101,road,1.01,7,451,0
56.74,161,143,18,0.3968,0.451,50,0.819,64,electricity,0.66,109,270,1
65.35,455,271,184,0.2412,0.177,182,0.462,47,road,1.15,0,455,0
5.2,445,71,374,0.0733,0.721,116,0.15,51,water,0.96,32,477,1
89.54,242,211,31,0.4244,0.376,17,0.776,79,electricity,0.69,3,245,0
23.64,258,43,215,0.5497,0.263,45,0.168,11,electricity,0.89,0,258,0
6.72,520,65,455,0.1034,0.939,130,0.159,61,healthcare,0.72,41,561,1
62.77,629,415,214,0.1513,0.445,33,0.831,184,road,0.9,5,634,0
1.17,468,48,420,0.0244,0.666,23,0.125,31,healthcare,1.06,129,597,1
100.0,592,462,130,0.2165,0.163,194,0.971,75,housing,0.63,2,594,0
89.96,1079,800,279,0.1125,0.471,176,0.793,376,housing,1.16,19,1098,1
38.92,162,68,94,0.5723,0.389,52,0.46,26,electricity,0.66,2,164,0
93.75,267,241,26,0.389,0.375,14,1.045,90,road,0.96,0,267,0
9.2,1257,130,1127,0.0708,0.894,194,0.087,116,housing,0.61,4,1261,0
15.56,443,79,364,0.197,0.587,88,0.164,46,road,1.01,4,447,0
63.23,486,180,306,0.3513,0.694,98,0.34,124,road,0.88,0,486,0
40.32,353,215,138,0.1875,0.441,79,0.489,94,water,0.81,28,381,1
53.78,245,130,115,0.4137,0.858,29,0.639,111,road,0.78,0,245,0
53.7,992,775,217,0.0693,0.936,135,0.586,725,housing,0.95,87,1079,1
46.69,189,74,115,0.6309,0.411,61,0.367,30,road,1.1,6,195,0
17.68,277,76,201,0.2327,0.119,134,0.312,9,water,0.62,71,348,1
40.76,231,67,164,0.6084,0.813,150,0.375,54,road,0.96,0,231,0
27.74,560,238,322,0.1166,0.333,132,0.505,79,housing,0.98,47,607,1
59.85,581,550,31,0.1088,0.681,153,0.887,374,road,0.69,155,736,1
40.69,534,384,150,0.106,0.503,5,0.563,193,education,1.1,55,589,1
31.41,458,151,307,0.208,0.514,5,0.313,77,road,0.61,9,467,0
55.2,389,248,141,0.2226,0.265,134,0.506,65,water,0.82,5,394,0
8.44,517,84,433,0.1005,0.929,69,0.12,78,water,1.12,60,577,1
39.59,326,160,166,0.2475,0.379,15,0.526,60,water,0.65,13,339,0
40.82,247,169,78,0.2415,0.388,176,0.608,65,water,1.1,87,334,1
55.2,283,105,178,0.5257,0.893,109,0.316,93,education,0.85,0,283,0
80.34,913,803,110,0.1001,0.394,60,0.781,316,housing,0.61,59,972,1
69.49,257,142,115,0.4894,0.789,190,0.415,112,electricity,0.64,0,257,0
58.23,966,551,415,0.1057,0.765,155,0.566,421,healthcare,1.12,14,980,0
62.74,275,248,27,0.253,0.142,68,0.943,35,electricity,0.97,101,376,1
51.57,874,416,458,0.124,0.626,122,0.568,260,housing,0.91,2,876,0
55.63,1147,827,320,0.0673,0.495,96,0.721,409,housing,0.97,63,1210,1
30.68,365,111,254,0.2764,0.827,80,0.277,91,road,0.81,0,365,0
37.45,532,158,374,0.237,0.537,65,0.265,84,water,0.89,0,532,0
44.2,612,193,419,0.229,0.554,31,0.314,107,education,0.71,1,613,0
100.0,450,401,49,0.2494,0.887,60,0.965,355,education,0.65,0,450,0
41.82,312,139,173,0.3008,0.558,27,0.383,77,electricity,0.69,2,314,0
99.0,504,356,148,0.2781,0.33,113,0.906,117,road,1.12,0,504,0
83.47,989,895,94,0.0933,0.899,128,0.788,804,healthcare,0.82,24,1013,1
60.81,1146,759,387,0.0801,0.12,28,0.774,91,housing,0.96,6,1152,0
93.04,311,207,104,0.4495,0.85,161,0.644,175,electricity,1.16,0,311,0
37.84,253,110,143,0.344,0.172,60,0.5,18,road,0.63,4,257,0
10.18,689,142,547,0.0717,0.487,68,0.148,69,healthcare,1.13,42,731,1
79.22,516,384,132,0.2063,0.575,63,0.915,220,water,1.09,0,516,0
100.0,612,543,69,0.1842,0.544,138,0.679,295,education,0.7,6,618,0
30.13,1007,236,771,0.1277,0.364,188,0.253,85,healthcare,0.82,0,1007,0
100.0,623,546,77,0.1832,0.498,182,0.693,271,education,1.06,0,623,0
12.61,426,44,382,0.2866,0.881,69,0.093,38,road,0.74,3,429,0
34.26,965,426,539,0.0804,0.27,65,0.505,115,housing,0.94,21,986,1
12.39,416,61,355,0.2031,0.145,89,0.124,8,education,0.76,5,421,0
66.16,291,155,136,0.4268,0.509,79,0.458,78,road,0.88,0,291,0
60.87,294,168,126,0.3623,0.888,158,0.469,149,road,1.02,5,299,0
63.99,607,339,268,0.1888,0.563,193,0.679,190,education,0.66,0,607,0
34.65,181,97,84,0.3572,0.575,85,0.404,55,road,0.84,64,245,1
45.73,357,223,134,0.2051,0.414,84,0.447,92,education,1.03,20,377,1
70.05,411,236,175,0.2968,0.371,138,0.642,87,housing,0.98,2,413,0
52.12,142,70,72,0.7445,0.258,7,0.64,18,water,0.96,26,168,1
46.32,675,271,404,0.1709,0.264,175,0.355,71,healthcare,0.65,0,675,0
28.11,596,284,312,0.099,0.191,185,0.439,54,healthcare,0.79,73,669,1
36.11,493,242,251,0.1492,0.907,63,0.351,219,healthcare,0.73,26,519,1
16.93,279,58,221,0.2919,0.785,135,0.251,45,education,0.7,8,287,0
63.79,130,63,67,1.0126,0.999,15,0.599,62,electricity,0.96,0,130,0
31.04,513,317,196,0.0979,0.445,48,0.572,141,road,1.1,92,605,1
31.46,1161,447,714,0.0704,0.701,101,0.385,313,housing,0.61,10,1171,0
45.58,612,289,323,0.1577,0.479,145,0.524,138,road,1.18,12,624,0
43.35,857,331,526,0.131,0.643,150,0.32,212,housing,0.9,1,858,0
9.38,210,44,166,0.2132,0.328,30,0.233,14,electricity,1.13,69,279,1
50.71,135,127,8,0.3993,0.594,66,0.854,75,water,1.05,138,273,1
78.06,234,166,68,0.4703,0.419,20,0.811,69,water,0.97,12,246,0
40.46,288,95,193,0.4259,0.55,93,0.277,52,electricity,1.1,9,297,0
43.06,191,84,107,0.5126,0.476,6,0.516,39,water,1.05,0,191,0
100.0,665,598,67,0.1672,0.468,91,1.141,279,education,1.0,22,687,1
23.27,210,54,156,0.4309,0.839,90,0.272,45,electricity,0.62,3,213,0
76.66,210,110,100,0.6969,0.368,18,0.59,40,education,0.85,0,210,0
100.0,467,330,137,0.303,0.708,153,0.801,233,water,1.02,12,479,0
51.99,420,191,229,0.2722,0.143,10,0.576,27,water,1.11,0,420,0
72.79,518,408,110,0.1784,0.259,187,0.868,105,education,0.95,11,529,0
24.84,595,154,441,0.1613,0.642,42,0.307,98,healthcare,0.78,0,595,0
20.23,233,33,200,0.6131,0.875,95,0.138,28,electricity,0.94,4,237,0
86.44,393,256,137,0.3377,0.619,182,0.501,158,education,0.62,10,403,0
100.0,231,196,35,0.5102,0.121,193,0.624,23,electricity,0.87,0,231,0
60.05,175,120,55,0.5004,0.717,104,0.679,86,electricity,1.07,10,185,0
74.0,521,304,217,0.2434,0.529,121,0.643,160,road,0.99,5,526,0
49.36,158,82,76,0.6019,0.474,70,0.631,38,electricity,1.06,0,158,0
100.0,136,115,21,0.8696,0.362,163,0.862,41,electricity,0.76,5,141,0
62.53,634,375,259,0.1668,0.381,86,0.681,142,road,0.78,17,651,1
25.19,592,95,497,0.2651,0.516,147,0.125,48,education,1.11,0,592,0
42.59,203,143,60,0.2978,0.128,108,0.514,18,water,0.93,99,302,1
12.28,402,71,331,0.1729,0.624,64,0.155,44,road,0.63,17,419,1
19.02,383,96,287,0.1981,0.482,42,0.19,46,housing,1.16,7,390,0
20.36,1262,220,1042,0.0926,0.699,94,0.144,153,housing,0.65,0,1262,0
36.05,587,208,379,0.1733,0.142,173,0.344,29,healthcare,0.61,13,600,0
37.58,413,128,285,0.2936,0.903,93,0.381,115,water,0.72,0,413,0
100.0,367,307,60,0.3257,0.44,182,0.728,135,road,0.66,0,367,0
34.77,111,34,77,1.0227,0.407,167,0.223,13,electricity,1.08,0,111,0
22.18,1074,135,939,0.1643,0.364,64,0.11,49,healthcare,0.84,0,1074,0
38.99,346,149,197,0.2617,0.687,37,0.415,102,electricity,1.04,0,346,0
13.84,1347,436,911,0.0317,0.323,105,0.419,140,housing,0.9,104,1451,1
48.78,741,335,406,0.1456,0.307,150,0.434,102,healthcare,0.91,1,742,0
79.17,1043,738,305,0.1073,0.266,98,0.89,196,healthcare,0.86,0,1043,0
34.02,233,184,49,0.1849,0.287,195,0.868,52,water,1.14,134,367,1
93.48,1262,855,407,0.1093,0.112,150,0.523,95,housing,0.78,0,1262,0
83.15,450,364,86,0.2284,0.223,187,0.68,81,education,0.72,0,450,0
3.63,956,107,849,0.0339,0.411,112,0.092,44,healthcare,0.81,21,977,1
35.57,220,83,137,0.4286,0.492,114,0.269,40,road,0.73,0,220,0
9.18,759,136,623,0.0675,0.759,35,0.179,103,healthcare,0.83,92,851,1
66.42,330,174,156,0.3817,0.984,32,0.654,171,electricity,0.84,0,330,0
46.73,252,148,104,0.3157,0.379,176,0.429,56,electricity,0.78,58,310,1
88.6,422,331,91,0.2677,0.144,143,0.802,47,water,0.6,7,429,0
33.75,324,209,115,0.1615,0.261,75,0.729,54,electricity,0.65,123,447,1
100.0,186,153,33,0.6536,0.392,146,0.938,59,water,1.19,4,190,0
11.54,1037,211,826,0.0547,0.677,28,0.187,142,housing,1.14,26,1063,1
30.18,619,136,483,0.2219,0.411,59,0.241,55,education,0.7,2,621,0
100.0,1007,808,199,0.1238,0.235,99,0.962,190,housing,0.62,0,1007,0
58.43,542,270,272,0.2164,0.719,137,0.357,194,water,0.96,0,542,0
33.49,301,162,139,0.2067,0.117,125,0.51,18,road,0.76,85,386,1
69.28,310,229,81,0.3025,0.508,17,0.867,116,electricity,1.08,7,317,0
87.38,649,568,81,0.1538,0.346,182,0.675,196,education,0.73,8,657,0
84.08,272,193,79,0.4356,0.612,21,0.893,118,water,0.82,0,272,0
94.53,684,459,225,0.2059,0.461,167,0.681,211,road,0.78,0,684,0
24.84,140,38,102,0.6537,0.469,164,0.325,17,water,0.74,2,142,0
100.0,150,114,36,0.8772,0.799,195,0.92,91,electricity,0.76,0,150,0
100.0,1287,1193,94,0.0838,0.344,66,1.097,410,housing,0.88,18,1305,1
31.57,498,235,263,0.1343,0.458,67,0.559,107,water,0.8,31,529,1
65.69,265,150,115,0.4379,0.457,184,0.546,68,education,1.16,6,271,0
16.44,369,112,257,0.1468,0.717,165,0.347,80,water,1.1,37,406,1
39.92,406,208,198,0.1919,0.503,40,0.634,104,healthcare,0.92,33,439,1
19.54,438,129,309,0.1515,0.627,81,0.285,80,housing,1.19,45,483,1
22.08,348,59,289,0.3742,0.143,80,0.159,8,electricity,1.08,0,348,0
39.73,479,222,257,0.179,0.116,20,0.543,25,healthcare,0.89,3,482,0
53.61,531,194,337,0.2763,0.361,58,0.372,70,healthcare,0.98,3,534,0
25.73,593,123,470,0.2092,0.568,65,0.15,69,education,0.94,0,593,0
27.0,461,70,391,0.3857,0.464,13,0.172,32,water,1.13,0,461,0
61.07,1010,574,436,0.1064,0.803,195,0.502,460,healthcare,0.82,7,1017,0
46.42,479,412,67,0.1127,0.741,183,0.697,305,water,0.83,77,556,1
51.59,360,182,178,0.2834,0.825,107,0.362,150,road,0.66,1,361,0
49.34,157,102,55,0.4837,0.312,189,0.57,31,electricity,1.04,17,174,1
1.35,428,43,385,0.0314,0.234,142,0.089,10,education,0.74,149,577,1
3.88,374,43,331,0.0903,0.71,122,0.104,30,healthcare,0.77,80,454,1
25.64,659,173,486,0.1482,0.466,22,0.201,80,road,1.06,6,665,0
100.0,213,179,34,0.5587,0.114,11,0.976,20,education,0.93,1,214,0
100.0,557,519,38,0.1927,0.273,65,1.139,141,road,0.66,0,557,0
29.15,716,290,426,0.1005,0.104,90,0.387,30,road,0.79,43,759,1
20.15,182,35,147,0.5756,0.237,194,0.209,8,electricity,1.03,0,182,0
17.15,548,66,482,0.2598,0.137,41,0.133,9,healthcare,0.83,0,548,0
41.24,531,494,37,0.0835,0.263,158,0.71,129,water,0.68,74,605,1
59.98,145,75,70,0.7998,0.835,144,0.373,62,electricity,0.61,0,145,0
27.29,506,77,429,0.3544,0.569,33,0.161,43,education,1.05,0,506,0
20.02,532,134,398,0.1494,0.396,139,0.309,53,education,0.95,9,541,0
9.13,180,20,160,0.4564,0.184,54,0.135,3,water,0.91,7,187,0
49.14,1044,724,320,0.0679,0.333,49,0.813,241,healthcare,1.03,35,1079,1
13.87,376,101,275,0.1373,0.987,199,0.29,99,water,0.98,89,465,1
69.49,301,268,33,0.2593,0.872,93,1.022,233,road,0.9,35,336,1
71.32,436,245,191,0.2911,0.878,156,0.698,215,housing,0.88,0,436,0
19.14,1330,617,713,0.031,0.538,8,0.587,331,housing,0.88,107,1437,1
79.55,643,319,324,0.2494,0.758,35,0.362,241,road,1.12,0,643,0
81.97,295,243,52,0.3373,0.413,16,0.99,100,road,1.14,21,316,1
4.06,203,43,160,0.0945,0.734,138,0.229,31,education,0.99,147,350,1
36.84,577,277,300,0.133,0.623,189,0.552,172,education,0.83,20,597,1
18.65,406,96,310,0.1943,0.697,81,0.19,66,road,1.11,3,409,0
73.38,141,131,10,0.5601,0.973,139,1.078,127,water,1.05,44,185,1
100.0,400,331,69,0.3021,0.865,185,0.739,286,road,1.11,10,410,0
5.6,929,145,784,0.0386,0.983,191,0.152,142,housing,0.81,66,995,1
25.53,209,29,180,0.8802,0.526,135,0.13,15,water,0.98,4,213,0
63.12,987,450,537,0.1403,0.217,81,0.404,97,healthcare,0.72,0,987,0
26.04,187,61,126,0.4268,0.702,132,0.371,42,road,0.64,9,196,0
40.99,194,108,86,0.3795,0.609,48,0.625,65,electricity,1.12,21,215,1
99.82,499,430,69,0.2321,0.679,188,0.677,291,healthcare,0.83,2,501,0
87.73,187,136,51,0.6451,0.327,18,0.949,44,education,0.86,16,203,1
14.47,354,124,230,0.1167,0.917,16,0.257,113,road,1.03,90,444,1
90.85,1382,906,476,0.1003,0.935,49,0.556,847,housing,1.16,9,1391,0
26.42,165,28,137,0.9436,0.881,172,0.219,24,electricity,0.77,0,165,0
7.09,570,67,503,0.1058,0.353,55,0.105,23,education,1.18,22,592,1
65.3,552,224,328,0.2915,0.327,43,0.362,73,road,1.17,0,552,0
54.69,463,226,237,0.242,0.584,41,0.467,131,healthcare,0.61,0,463,0
41.35,695,300,395,0.1378,0.392,41,0.444,117,education,0.68,0,695,0
77.65,172,86,86,0.9029,0.635,34,0.608,54,water,0.8,8,180,0
38.36,262,109,153,0.3519,0.994,25,0.334,108,water,0.94,2,264,0
33.56,146,46,100,0.7296,0.691,56,0.394,31,water,1.13,29,175,1
76.87,624,539,85,0.1426,0.257,84,0.836,138,healthcare,0.72,34,658,1
20.78,513,168,345,0.1237,0.792,160,0.283,132,healthcare,1.13,29,542,1
32.66,242,52,190,0.628,0.704,109,0.219,36,education,1.11,0,242,0
50.25,340,302,38,0.1664,0.69,149,0.899,208,electricity,0.85,119,459,1
38.45,692,334,358,0.1151,0.476,78,0.593,159,housing,1.15,59,751,1
47.35,511,152,359,0.3115,0.56,144,0.344,85,healthcare,0.99,2,513,0
100.0,928,750,178,0.1333,0.355,93,0.985,266,healthcare,1.01,0,928,0
100.0,307,286,21,0.3497,0.511,132,1.1,146,education,0.96,11,318,0
27.42,313,104,209,0.2637,0.375,189,0.333,39,electricity,1.16,6,319,0
82.86,1016,663,353,0.125,0.531,166,0.63,352,healthcare,1.14,5,1021,0
92.08,1020,928,92,0.0992,0.299,50,0.672,277,healthcare,0.91,0,1020,0
14.68,943,142,801,0.1034,0.914,160,0.142,129,healthcare,1.2,0,943,0
39.05,580,224,356,0.1743,0.571,105,0.411,127,road,0.61,0,580,0
13.45,309,34,275,0.3956,0.935,80,0.115,31,education,1.1,1,310,0
75.83,1317,857,460,0.0885,0.361,105,0.77,308,housing,1.0,6,1323,0
100.0,316,270,46,0.3704,0.841,169,1.061,227,electricity,1.01,2,318,0
95.6,650,543,107,0.1761,0.482,156,0.915,261,healthcare,0.69,0,650,0
42.82,820,398,422,0.1076,0.484,125,0.375,192,healthcare,0.77,1,821,0
15.88,891,129,762,0.1231,0.785,68,0.156,101,housing,0.89,1,892,0
71.39,453,365,88,0.1956,0.395,71,0.677,144,water,0.73,41,494,1
78.29,522,284,238,0.2757,0.335,5,0.39,95,housing,0.92,0,522,0
48.77,148,84,64,0.5806,0.388,110,0.68,32,electricity,0.7,5,153,0
48.28,195,140,55,0.3448,0.968,100,0.654,135,electricity,0.91,78,273,1
22.82,139,61,78,0.3741,0.543,97,0.513,33,water,0.8,32,171,1
57.96,986,729,257,0.0795,0.136,18,0.859,99,housing,0.67,31,1017,1
50.64,257,161,96,0.3146,0.408,11,0.656,65,road,0.65,69,326,1
39.71,1170,417,753,0.0952,0.858,49,0.364,357,housing,0.95,1,1171,0
86.48,682,520,162,0.1663,0.626,196,0.764,325,housing,1.15,0,682,0
39.1,720,220,500,0.1777,0.267,132,0.237,58,healthcare,0.91,0,720,0
28.02,272,60,212,0.467,0.478,50,0.289,28,electricity,0.96,0,272,0
27.21,225,140,85,0.1944,0.281,18,0.748,39,road,0.87,103,328,1
19.43,875,187,688,0.1039,0.94,145,0.255,175,healthcare,1.16,4,879,0
78.37,495,354,141,0.2214,0.266,147,0.673,94,water,0.84,3,498,0
59.57,350,213,137,0.2797,0.575,82,0.77,122,water,0.8,0,350,0
37.41,203,83,120,0.4507,0.666,82,0.443,55,water,0.93,6,209,0
23.6,724,89,635,0.2652,0.134,176,0.126,11,healthcare,0.97,6,730,0
41.64,345,246,99,0.1693,0.454,130,0.919,111,education,0.74,39,384,1
30.71,1260,284,976,0.1081,0.45,12,0.279,127,housing,0.79,0,1260,0
67.58,609,541,68,0.1249,0.843,187,0.738,455,road,1.19,83,692,1
33.21,643,282,361,0.1178,0.606,72,0.314,170,education,0.73,29,672,1
33.61,1128,296,832,0.1136,0.601,111,0.186,177,housing,1.0,15,1143,1
12.65,514,80,434,0.1581,0.172,19,0.136,13,housing,0.86,5,519,0
87.36,371,264,107,0.3309,0.598,124,0.771,157,water,0.61,0,371,0
81.32,197,159,38,0.5115,0.406,161,0.666,64,water,0.89,9,206,0
64.51,460,355,105,0.1817,0.721,83,0.657,255,water,1.11,52,512,1
59.45,684,404,280,0.1472,0.43,165,0.516,173,education,0.65,0,684,0
45.66,655,335,320,0.1363,0.557,46,0.627,186,road,1.08,3,658,0
53.23,288,114,174,0.4669,0.453,24,0.401,51,electricity,0.95,0,288,0
93.81,1273,813,460,0.1154,0.511,22,0.546,415,housing,0.62,0,1273,0
91.78,833,487,346,0.1885,0.856,187,0.449,416,healthcare,1.2,0,833,0
17.49,586,168,418,0.1041,0.842,20,0.232,141,education,0.77,80,666,1
100.0,626,534,92,0.1873,0.694,169,0.652,370,road,1.1,1,627,0
96.19,556,389,167,0.2473,0.779,177,0.629,303,education,0.8,0,556,0
52.72,332,205,127,0.2572,0.641,150,0.472,131,electricity,1.12,14,346,0
100.0,307,268,39,0.3731,0.392,74,1.027,105,water,1.03,1,308,0
100.0,878,782,96,0.1279,0.575,64,1.128,449,housing,0.92,0,878,0
75.47,500,315,185,0.2396,0.9,59,0.767,283,road,0.88,0,500,0
72.32,339,147,192,0.492,0.32,59,0.551,47,education,1.05,0,339,0
33.57,672,211,461,0.1591,0.656,52,0.311,138,housing,0.84,14,686,0
2.91,945,119,826,0.0244,0.468,194,0.12,55,healthcare,0.93,88,1033,1
30.64,281,60,221,0.5106,0.691,177,0.19,41,water,0.73,0,281,0
23.65,565,108,457,0.219,0.547,44,0.16,59,healthcare,0.77,0,565,0
27.49,224,105,119,0.2618,0.347,66,0.352,36,electricity,0.72,36,260,1
19.68,611,353,258,0.0558,0.705,122,0.468,248,road,0.88,146,757,1
46.7,158,57,101,0.8193,0.599,51,0.358,34,electricity,1.11,0,158,0
100.0,437,400,37,0.25,0.499,78,1.161,199,water,0.96,7,444,0
62.22,199,104,95,0.5983,0.317,23,0.487,33,electricity,0.93,12,211,0
44.66,900,435,465,0.1027,0.184,186,0.376,79,housing,0.95,3,903,0
34.7,301,145,156,0.2393,0.189,45,0.374,27,water,1.05,27,328,1
26.93,651,268,383,0.1005,0.214,143,0.372,57,road,0.85,15,666,1
32.76,399,214,185,0.1531,0.279,129,0.52,59,housing,0.78,21,420,1
17.29,398,123,275,0.1405,0.782,179,0.369,96,water,0.81,95,493,1
54.01,736,357,379,0.1513,0.367,149,0.353,130,housing,0.77,14,750,0
29.89,890,255,635,0.1172,0.403,82,0.324,102,healthcare,0.77,7,897,0
73.22,528,283,245,0.2587,0.464,8,0.639,131,education,0.73,10,538,0
63.06,263,130,133,0.4851,0.821,73,0.609,106,electricity,1.17,0,263,0
32.46,536,174,362,0.1866,0.789,105,0.263,137,water,0.9,12,548,0
40.18,893,390,503,0.103,0.6,5,0.403,233,housing,0.66,4,897,0
75.12,187,121,66,0.6208,0.549,150,0.697,66,education,1.19,0,187,0
22.84,479,132,347,0.173,0.916,115,0.256,120,housing,0.92,1,480,0
92.17,310,197,113,0.4679,0.896,136,0.712,176,electricity,0.88,0,310,0
32.85,397,124,273,0.2649,0.605,148,0.296,74,road,0.74,7,404,0
64.69,335,234,101,0.2765,0.202,181,0.569,47,education,0.93,6,341,0
56.26,179,94,85,0.5985,0.654,146,0.448,61,water,0.87,9,188,0
14.01,293,48,245,0.2918,0.93,47,0.179,44,electricity,0.63,0,293,0
100.0,334,313,21,0.3195,0.339,11,1.171,106,road,0.88,1,335,0
73.57,270,160,110,0.4598,0.108,107,0.418,17,electricity,0.88,0,270,0
32.67,605,153,452,0.2135,0.242,91,0.255,36,road,1.0,0,605,0
95.77,720,620,100,0.1545,0.932,138,0.871,577,education,0.93,3,723,0
100.0,448,406,42,0.2463,0.346,62,0.667,140,education,1.15,0,448,0
100.0,236,156,80,0.641,0.101,88,0.555,15,road,1.03,0,236,0
11.59,1394,263,1131,0.0441,0.606,51,0.2,159,housing,0.68,22,1416,1
20.32,347,118,229,0.1722,0.331,124,0.414,39,education,0.83,81,428,1
53.05,468,182,286,0.2915,0.749,13,0.441,136,education,0.77,0,468,0
49.51,112,41,71,1.2076,0.892,137,0.475,36,electricity,0.77,0,112,0
55.61,264,176,88,0.316,0.414,24,0.487,72,electricity,0.71,47,311,1
65.5,196,178,18,0.368,0.982,86,1.159,174,electricity,0.93,139,335,1
38.21,978,586,392,0.0652,0.522,193,0.488,306,housing,1.03,64,1042,1
38.78,992,370,622,0.1048,0.356,107,0.449,131,housing,0.82,4,996,0
49.5,721,291,430,0.1701,0.427,62,0.509,124,healthcare,1.11,0,721,0
31.24,483,291,192,0.1074,0.243,123,0.708,70,education,0.63,62,545,1
76.66,838,418,420,0.1834,0.678,70,0.424,283,housing,0.77,13,851,0
100.0,497,381,116,0.2625,0.441,16,0.784,168,healthcare,0.8,11,508,0
83.61,589,504,85,0.1659,0.286,15,0.68,144,education,1.01,2,591,0
23.57,510,119,391,0.1981,0.465,190,0.298,55,healthcare,0.8,0,510,0
51.28,247,99,148,0.518,0.302,78,0.389,29,road,1.04,0,247,0
10.96,742,114,628,0.0961,0.117,111,0.145,13,housing,1.06,17,759,1
53.89,425,171,254,0.3151,0.913,49,0.343,156,healthcare,0.66,0,425,0
94.28,536,367,169,0.2569,0.524,25,0.594,192,education,1.15,6,542,0
66.92,252,197,55,0.3397,0.279,49,0.682,54,electricity,1.16,14,266,0
58.75,357,275,82,0.2136,0.219,44,0.69,60,road,0.83,75,432,1
82.28,548,514,34,0.1601,0.302,80,0.798,155,road,0.91,79,627,1
100.0,659,425,234,0.2353,0.883,25,0.607,375,healthcare,0.82,0,659,0
35.78,408,116,292,0.3084,0.564,97,0.3,65,healthcare,1.01,0,408,0
31.58,495,108,387,0.2924,0.396,31,0.221,42,water,0.9,2,497,0
37.69,588,207,381,0.1821,0.198,94,0.306,41,healthcare,1.0,10,598,0
84.8,367,317,50,0.2675,0.828,55,0.882,262,healthcare,1.07,1,368,0
55.75,495,386,109,0.1444,0.296,65,0.612,114,water,0.99,60,555,1
34.06,542,284,258,0.1199,0.666,40,0.39,189,healthcare,1.08,26,568,1
55.63,414,315,99,0.1766,0.218,61,0.797,68,healthcare,0.87,42,456,1
76.27,348,255,93,0.2991,0.381,175,0.522,97,water,0.98,4,352,0
80.77,546,365,181,0.2213,0.411,109,0.844,149,healthcare,0.66,15,561,1
24.2,477,156,321,0.1551,0.676,5,0.244,105,water,1.16,10,487,0
100.0,298,269,29,0.3717,0.34,138,1.044,91,education,0.89,0,298,0
24.47,286,94,192,0.2603,0.131,44,0.282,12,education,0.85,15,301,1
18.42,198,28,170,0.658,0.29,109,0.109,8,electricity,0.9,0,198,0
57.68,354,190,164,0.3036,0.395,5,0.677,74,electricity,0.68,7,361,0
67.89,233,157,76,0.4324,0.988,139,0.725,155,water,0.92,8,241,0
72.25,529,366,163,0.1974,0.347,71,0.693,127,healthcare,0.99,6,535,0
100.0,636,601,35,0.1664,0.583,183,0.932,350,housing,1.06,0,636,0
95.53,312,191,121,0.5002,0.901,104,0.435,172,water,0.75,8,320,0
77.88,258,243,15,0.3205,0.466,67,0.725,113,road,1.11,66,324,1
92.83,250,217,33,0.4278,0.171,83,0.859,37,road,0.94,5,255,0
35.02,208,48,160,0.7296,0.679,130,0.263,32,electricity,0.8,0,208,0
30.72,196,67,129,0.4586,0.547,198,0.294,36,electricity,0.85,5,201,0
45.57,522,239,283,0.1907,0.296,131,0.587,70,healthcare,1.03,0,522,0
93.41,363,283,80,0.3301,0.746,184,0.594,211,electricity,1.01,0,363,0
